name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,128,22m55s,[52],22m55s,22m55s,[0],1375.594,[52],1375.604,[0],1375.596,128
exch_data,29826560,0.00000s,[3],0.00089s,0.21049s,[2],156.294,[10],279.360,[85],206.872,128
global_sum,922880,0.00000s,[1],0.00001s,0.03249s,[17],0.027,[6],0.134,[0],0.048,128
ordglb_sum,939904,0.00001s,[2],0.00839s,0.19848s,[103],7.977,[84],88.212,[101],61.630,128
wrt_output,256,0.38527s,[104],0.39011s,0.39693s,[99],0.775,[104],0.786,[99],0.780,128
physics,921728,0.01389s,[96],0.08321s,0.33599s,[117],595.989,[0],601.096,[108],599.193,128
intp,4611968,0.00001s,[0],0.00008s,0.00639s,[96],2.166,[21],3.381,[40],2.846,128
nh_diagnostics,2768384,0.00000s,[0],0.00008s,0.01278s,[5],1.606,[22],1.940,[3],1.714,128
diagnose_pres_temp,233472,0.00000s,[0],0.00001s,0.00156s,[5],0.021,[98],0.026,[5],0.023,128
model_init,384,0.19898s,[84],1.0951s,1.9153s,[29],3.271,[120],3.308,[110],3.285,128
upper_atmosphere,512,0.00000s,[104],0.00090s,0.00890s,[91],0.001,[53],0.010,[91],0.004,128
write_restart,2816,0.00000s,[3],2.6256s,4.3140s,[0],57.758,[2],58.074,[0],57.764,128
