name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,127,34m29s,[60],34m29s,34m29s,[120],2069.621,[60],2069.624,[120],2069.622,127
exch_data,29593540,0.00000s,[11],0.00099s,0.82841s,[124],168.343,[76],325.166,[41],230.284,127
global_sum,915670,0.00000s,[27],0.00005s,0.33219s,[0],0.224,[11],0.942,[0],0.388,127
ordglb_sum,932561,0.00000s,[11],0.01087s,0.96706s,[29],6.111,[125],112.983,[74],79.827,127
wrt_output,457327,0.00217s,[56],0.15673s,9.4481s,[0],563.668,[2],564.683,[121],564.383,127
physics,914527,0.01485s,[124],0.09398s,1.0858s,[56],672.522,[0],679.078,[27],676.783,127
intp,5030470,0.00001s,[1],0.00008s,0.00602s,[112],2.651,[91],3.979,[126],3.222,127
nh_diagnostics,4115435,0.00000s,[0],0.00120s,0.04047s,[35],38.614,[121],39.737,[2],38.909,127
diagnose_pres_temp,686181,0.00000s,[0],0.00088s,0.01131s,[19],4.520,[117],5.083,[111],4.769,127
model_init,381,0.32795s,[30],0.89457s,1.6060s,[125],2.674,[49],2.697,[20],2.684,127
upper_atmosphere,508,0.00000s,[1],0.00105s,0.00784s,[118],0.001,[58],0.010,[118],0.004,127
write_restart,254,0.00000s,[24],0.00117s,0.00428s,[18],0.000,[24],0.005,[58],0.002,127
