name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,256,50m44s,[12],50m44s,50m44s,[0],3044.290,[12],3044.325,[0],3044.304,256
exch_data,59653120,0.00000s,[17],0.00162s,0.46021s,[164],257.188,[45],603.344,[73],376.862,256
global_sum,1845760,0.00000s,[3],0.00006s,0.04545s,[174],0.324,[85],1.259,[0],0.465,256
ordglb_sum,1879808,0.00001s,[133],0.02555s,0.43720s,[234],24.126,[214],273.004,[151],187.643,256
wrt_output,512,1.9774s,[223],5.6663s,9.3582s,[21],11.318,[180],11.352,[139],11.333,256
physics,1843456,0.02927s,[243],0.17083s,0.73715s,[62],1221.277,[12],1239.009,[91],1230.167,256
intp,9223936,0.00001s,[7],0.00018s,0.01374s,[129],4.530,[22],7.967,[80],6.324,256
nh_diagnostics,5536768,0.00000s,[0],0.00022s,0.02003s,[125],4.314,[87],4.978,[239],4.657,256
diagnose_pres_temp,466944,0.00000s,[0],0.00015s,0.01188s,[209],0.078,[91],0.489,[127],0.281,256
model_init,768,0.31721s,[174],1.9360s,3.0662s,[83],5.791,[185],5.837,[84],5.808,256
upper_atmosphere,1024,0.00000s,[1],0.00083s,0.00660s,[117],0.001,[114],0.007,[165],0.003,256
write_restart,5632,0.00000s,[9],8.2380s,15.0339s,[39],181.059,[72],181.551,[0],181.237,256
