name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,4,0.00014s,[2],0.00028s,0.00058s,[1],0.000,[2],0.001,[1],0.000,4
write_restart,84,0.74379s,[3],1.4585s,2.5607s,[2],30.624,[3],30.634,[2],30.629,4
write_restart_communication,3528,0.00000s,[0],2.1362s,01m46s,[3],1882.492,[3],1888.987,[0],1884.116,4
