name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,2,0.00026s,[0],0.00026s,0.00027s,[1],0.000,[0],0.000,[1],0.000,2
write_restart,42,1.0100s,[1],1.6605s,3.3624s,[1],34.871,[1],34.871,[0],34.871,2
write_restart_communication,3484,0.00000s,[0],0.20687s,22.2371s,[1],354.027,[1],366.714,[0],360.370,2
