name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,506,06m23s,[445],06m23s,06m23s,[236],383.946,[445],383.949,[236],383.947,506
exch_data,117908120,0.00000s,[29],0.00023s,0.51850s,[36],33.814,[192],92.907,[504],54.374,506
global_sum,3648260,0.00000s,[37],0.00001s,0.09770s,[119],0.021,[339],0.494,[0],0.080,506
ordglb_sum,3715558,0.00001s,[20],0.00523s,0.52552s,[282],6.028,[504],49.005,[180],38.426,506
wrt_output,607706,0.00050s,[1],0.07344s,6.9787s,[37],87.712,[488],88.393,[436],88.205,506
physics,3643706,0.00383s,[112],0.02516s,0.53179s,[422],178.489,[0],182.237,[158],181.207,506
intp,18838380,0.00000s,[0],0.00001s,0.00655s,[289],0.419,[389],0.588,[234],0.486,506
nh_diagnostics,12763850,0.00000s,[0],0.00012s,0.02067s,[372],2.678,[386],3.621,[236],2.971,506
diagnose_pres_temp,1529638,0.00000s,[0],0.00007s,0.00625s,[97],0.177,[281],0.279,[125],0.200,506
model_init,1518,0.57800s,[272],1.2570s,2.2663s,[77],3.755,[473],3.809,[494],3.771,506
upper_atmosphere,2024,0.00000s,[27],0.00133s,0.00932s,[302],0.002,[499],0.011,[302],0.005,506
write_restart,11132,0.00242s,[1],0.06696s,1.0164s,[342],1.424,[225],1.493,[413],1.473,506
