name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,126,24m35s,[79],24m35s,24m35s,[36],1475.728,[79],1475.730,[36],1475.728,126
exch_data,29360520,0.00000s,[2],0.00097s,0.82981s,[62],157.357,[76],477.393,[122],226.666,126
global_sum,908460,0.00000s,[109],0.00001s,0.01891s,[0],0.061,[85],0.234,[0],0.093,126
ordglb_sum,925218,0.00000s,[81],0.00929s,0.83555s,[3],9.887,[125],97.823,[77],68.198,126
wrt_output,151326,0.00225s,[64],0.06280s,6.6949s,[0],75.284,[0],76.202,[124],75.428,126
physics,907326,0.01365s,[113],0.08642s,0.92994s,[98],619.815,[0],624.818,[44],622.341,126
intp,4690980,0.00001s,[10],0.00008s,0.00537s,[113],1.888,[115],3.433,[35],2.922,126
nh_diagnostics,3178350,0.00000s,[0],0.00050s,0.01833s,[113],11.428,[125],12.752,[1],12.491,126
diagnose_pres_temp,380898,0.00000s,[0],0.00050s,0.00938s,[113],0.999,[125],1.659,[24],1.498,126
model_init,378,0.75416s,[89],1.0289s,1.5647s,[121],3.075,[119],3.104,[0],3.087,126
upper_atmosphere,504,0.00000s,[0],0.00112s,0.00687s,[125],0.002,[40],0.008,[62],0.004,126
write_restart,2772,0.00903s,[0],0.07058s,1.2526s,[26],1.536,[0],1.564,[123],1.553,126
