# dedicated PEs,Get MB/s avg,Write MB/s avg
0io,0,0
1io,2079.785981681933,311.1794304746046
2io,2066.4773330557887,311.2595337218983
4io,2303.2360416319752,399.39572606161505
8io,2353.4396544546207,523.5602231473771
16io,2738.733650291424,548.6328368026643
32io,3054.017878434639,584.7534304746048
