name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,510,17m41s,[212],17m41s,17m41s,[265],1061.431,[212],1061.437,[265],1061.433,510
exch_data,118840200,0.00000s,[40],0.00025s,0.60367s,[318],35.445,[224],98.299,[429],58.573,510
global_sum,3677100,0.00000s,[69],0.00001s,0.06502s,[37],0.024,[25],0.471,[0],0.069,510
ordglb_sum,3744930,0.00002s,[31],0.00568s,0.61660s,[55],5.361,[254],55.478,[209],41.681,510
wrt_output,1020,1.5501s,[15],1.6167s,1.6788s,[487],3.227,[15],3.243,[115],3.233,510
physics,3672510,0.00380s,[112],0.02592s,0.63976s,[26],184.548,[0],188.423,[55],186.667,510
intp,18977610,0.00000s,[0],0.00001s,0.00625s,[256],0.415,[468],0.585,[126],0.481,510
nh_diagnostics,11632080,0.00000s,[0],0.00005s,0.06402s,[494],0.746,[384],1.794,[509],1.032,510
diagnose_pres_temp,1532040,0.00000s,[0],0.00007s,0.01484s,[224],0.175,[348],0.300,[508],0.208,510
model_init,1530,0.29789s,[140],2.2615s,4.3632s,[423],6.755,[133],6.835,[419],6.785,510
upper_atmosphere,2040,0.00000s,[49],0.00123s,0.00821s,[346],0.001,[94],0.009,[346],0.005,510
write_restart,613020,0.00406s,[345],0.63076s,1.6016s,[423],756.960,[127],758.950,[423],758.173,510
