name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,128,43m56s,[99],43m56s,43m56s,[0],2636.224,[99],2636.230,[0],2636.226,128
exch_data,29826560,0.00000s,[69],0.00093s,1.6209s,[73],159.115,[12],317.642,[85],215.692,128
global_sum,922880,0.00000s,[1],0.00001s,0.02422s,[32],0.075,[49],0.177,[0],0.096,128
ordglb_sum,939904,0.00001s,[3],0.00845s,1.6129s,[104],5.186,[33],88.302,[101],62.072,128
wrt_output,460928,0.27874s,[3],0.34424s,10.3494s,[0],1239.263,[4],1246.100,[0],1239.625,128
physics,921728,0.01425s,[64],0.08484s,1.9019s,[103],608.288,[84],614.364,[31],610.958,128
intp,5070080,0.00001s,[3],0.00008s,0.00607s,[64],2.623,[99],3.744,[36],3.188,128
nh_diagnostics,4147840,0.00000s,[0],0.00107s,0.04537s,[58],34.190,[98],34.917,[117],34.571,128
diagnose_pres_temp,691584,0.00000s,[0],0.00082s,0.00850s,[64],4.206,[88],4.752,[117],4.454,128
model_init,384,0.21037s,[26],1.0416s,1.7378s,[127],3.112,[63],3.146,[0],3.125,128
upper_atmosphere,512,0.00000s,[1],0.00137s,0.00818s,[47],0.002,[33],0.011,[47],0.005,128
write_restart,256,0.00000s,[81],0.00146s,0.00313s,[30],0.001,[100],0.005,[21],0.003,128
